order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O10687,C3679,2023-06-06,Completed,Credit Card,Gurugram,Haryana
O10688,C4224,2023-01-03,Completed,UPI,Bhubaneswar,Odisha
O10689,C3706,2023-07-20,Returned,Net Banking,Kochi,Kerala
O10690,C3359,2023-12-11,Completed,Debit Card,Patna,Bihar
O10691,C0853,2024-02-20,Completed,COD,Indore,Madhya Pradesh
O10692,C4183,2023-04-07,Completed,Credit Card,Patna,Bihar
O10693,C3966,2024-09-12,Completed,Debit Card,Bhubaneswar,Odisha
O10694,C4630,2025-01-09,Completed,UPI,Ahmedabad,Gujarat
O10695,C3324,2024-06-24,Completed,COD,Kolkata,West Bengal
O10696,C4920,2025-05-28,Completed,Debit Card,Chandigarh,Chandigarh
O10697,C4475,2024-06-06,Completed,Credit Card,Kochi,Kerala
O10698,C0456,2025-08-12,Completed,COD,Hyderabad,Telangana
O10699,C4414,2023-04-05,Completed,COD,Kochi,Kerala
O10700,C0230,2023-05-12,Returned,UPI,Bengaluru,Karnataka
O10701,C4604,2024-08-27,Completed,Net Banking,Surat,Gujarat
O10702,C4886,2024-07-19,Completed,UPI,Surat,Gujarat
O10703,C3478,2023-09-15,Cancelled,Credit Card,Bhopal,Madhya Pradesh
O10704,C3359,2025-04-25,Completed,UPI,Patna,Bihar
O10705,C0760,2023-10-31,Cancelled,COD,Chandigarh,Chandigarh
O10706,C1791,2024-05-15,Completed,Credit Card,Noida,Uttar Pradesh
O10707,C4542,2024-08-02,Completed,COD,Mumbai,Maharashtra
O10708,C1367,2023-07-09,Completed,COD,Indore,Madhya Pradesh
O10709,C0325,2023-12-05,Completed,COD,Delhi,Delhi
O10710,C0877,2023-01-19,Completed,Net Banking,Gurugram,Haryana
O10711,C0167,2024-02-19,Completed,COD,Bengaluru,Karnataka
O10712,C3665,2023-03-03,Completed,UPI,Hyderabad,Telangana
O10713,C0581,2025-06-29,Completed,UPI,Ahmedabad,Gujarat
O10714,C4935,2023-03-08,Completed,Debit Card,Indore,Madhya Pradesh
O10715,C1800,2024-12-23,Completed,UPI,Jaipur,Rajasthan
O10716,C1110,2025-05-03,Completed,COD,Nagpur,Maharashtra
O10717,C3628,2023-06-24,Completed,Net Banking,Indore,Madhya Pradesh
O10718,C2854,2024-06-02,Completed,UPI,Bhopal,Madhya Pradesh
O10719,C1173,2025-08-21,Completed,UPI,Bhubaneswar,Odisha
O10720,C0772,2025-06-15,Cancelled,Debit Card,Indore,Madhya Pradesh
O10721,C0928,2023-08-21,Completed,Debit Card,Chandigarh,Chandigarh
O10722,C2909,2024-12-11,Completed,Credit Card,Surat,Gujarat
O10723,C0606,2024-06-17,Completed,UPI,Delhi,Delhi
O10724,C3907,2025-01-10,Completed,UPI,Hyderabad,Telangana
O10725,C4101,2025-04-04,Returned,Debit Card,Pune,Maharashtra
O10726,C4095,2023-05-05,Completed,Debit Card,Hyderabad,Telangana
O10727,C1002,2024-11-28,Completed,UPI,Noida,Uttar Pradesh
O10728,C3974,2025-11-27,Returned,UPI,Kolkata,West Bengal
O10729,C0414,2023-09-05,Completed,Credit Card,Noida,Uttar Pradesh
O10730,C4811,2023-05-21,Completed,Credit Card,Chandigarh,Chandigarh
O10731,C2015,2023-04-07,Completed,COD,Ahmedabad,Gujarat
O10732,C1488,2025-10-08,Completed,Credit Card,Chennai,Tamil Nadu
O10733,C0783,2024-04-19,Completed,Net Banking,Mumbai,Maharashtra
O10734,C0527,2025-03-26,Completed,UPI,Chandigarh,Chandigarh
O10735,C0001,2025-03-18,Completed,Debit Card,Pune,Maharashtra
O10736,C0271,2025-03-08,Completed,Debit Card,Kolkata,West Bengal
O10737,C2532,2024-06-18,Cancelled,Debit Card,Pune,Maharashtra
O10738,C1072,2023-09-22,Completed,UPI,Kochi,Kerala
O10739,C0694,2024-11-02,Completed,UPI,Gurugram,Haryana
O10740,C2888,2023-11-01,Completed,Debit Card,Jaipur,Rajasthan
O10741,C3579,2024-03-04,Completed,Debit Card,Nagpur,Maharashtra
O10742,C1996,2025-02-22,Completed,UPI,Mumbai,Maharashtra
O10743,C3578,2025-03-03,Completed,UPI,Mumbai,Maharashtra
O10744,C1710,2023-02-06,Completed,COD,Bhubaneswar,Odisha
O10745,C2100,2023-10-28,Cancelled,COD,Chandigarh,Chandigarh
O10746,C0470,2023-05-16,Completed,UPI,Chandigarh,Chandigarh
O10747,C2291,2024-05-02,Completed,Net Banking,Ahmedabad,Gujarat
O10748,C0337,2023-06-24,Completed,Debit Card,Bhubaneswar,Odisha
O10749,C0756,2025-03-14,Completed,Credit Card,Nagpur,Maharashtra
O10750,C2602,2024-09-21,Completed,UPI,Chennai,Tamil Nadu
O10751,C1720,2025-09-11,Completed,Debit Card,Indore,Madhya Pradesh
O10752,C2100,2023-12-04,Completed,Net Banking,Chandigarh,Chandigarh
O10753,C0413,2023-12-25,Completed,UPI,Bhopal,Madhya Pradesh
O10754,C3613,2023-09-14,Completed,Credit Card,Surat,Gujarat
O10755,C3281,2025-10-14,Completed,COD,Surat,Gujarat
O10756,C4104,2023-07-22,Cancelled,Net Banking,Bengaluru,Karnataka
O10757,C2994,2024-10-16,Completed,UPI,Noida,Uttar Pradesh
O10758,C3463,2023-09-12,Completed,COD,Surat,Gujarat
O10759,C0247,2023-05-11,Cancelled,UPI,Bengaluru,Karnataka
O10760,C3779,2024-09-18,Completed,Credit Card,Bhopal,Madhya Pradesh
O10761,C0412,2023-10-15,Completed,COD,Bhubaneswar,Odisha
O10762,C3368,2024-10-21,Completed,Credit Card,Mumbai,Maharashtra
O10763,C4331,2023-02-25,Completed,UPI,Lucknow,Uttar Pradesh
O10764,C2690,2023-11-30,Cancelled,Credit Card,Bengaluru,Karnataka
O10765,C0588,2025-03-20,Completed,UPI,Delhi,Delhi
O10766,C1469,2025-04-20,Completed,UPI,Hyderabad,Telangana
O10767,C0233,2024-11-17,Cancelled,Credit Card,Surat,Gujarat
O10768,C1887,2024-10-25,Completed,Net Banking,Nagpur,Maharashtra
O10769,C0310,2025-03-19,Cancelled,Debit Card,Nagpur,Maharashtra
O10770,C0944,2023-01-04,Completed,UPI,Hyderabad,Telangana
O10771,C0908,2024-03-10,Cancelled,COD,Ahmedabad,Gujarat
O10772,C2749,2025-09-10,Completed,UPI,Nagpur,Maharashtra
O10773,C2526,2025-02-20,Completed,Credit Card,Mumbai,Maharashtra
O10774,C1601,2025-09-21,Completed,Debit Card,Bengaluru,Karnataka
O10775,C2100,2023-02-17,Completed,Credit Card,Chandigarh,Chandigarh
O10776,C0546,2024-08-23,Completed,Debit Card,Bengaluru,Karnataka
O10777,C2349,2025-04-07,Completed,Debit Card,Mumbai,Maharashtra
O10778,C3824,2024-11-23,Completed,Debit Card,Surat,Gujarat
O10779,C2689,2025-10-29,Cancelled,Credit Card,Jaipur,Rajasthan
O10780,C3315,2023-06-01,Cancelled,UPI,Kolkata,West Bengal
O10781,C4452,2024-10-21,Completed,COD,Delhi,Delhi
O10782,C4931,2025-08-22,Completed,UPI,Kolkata,West Bengal
O10783,C4973,2023-01-27,Completed,Credit Card,Indore,Madhya Pradesh
O10784,C1842,2025-09-14,Completed,UPI,Surat,Gujarat
O10785,C1637,2024-09-04,Completed,UPI,Bhopal,Madhya Pradesh
O10786,C1676,2023-03-24,Completed,UPI,Indore,Madhya Pradesh
O10787,C4833,2025-12-13,Completed,UPI,Kochi,Kerala
O10788,C1791,2023-04-07,Completed,Net Banking,Noida,Uttar Pradesh
O10789,C3145,2025-05-20,Cancelled,Net Banking,Hyderabad,Telangana
O10790,C3521,2023-08-17,Completed,Credit Card,Delhi,Delhi
O10791,C1842,2025-10-15,Returned,Credit Card,Surat,Gujarat
O10792,C0156,2025-04-11,Completed,UPI,Lucknow,Uttar Pradesh
O10793,C0934,2024-05-28,Cancelled,COD,Ahmedabad,Gujarat
O10794,C0576,2024-05-11,Completed,UPI,Ahmedabad,Gujarat
O10795,C1334,2024-04-03,Completed,UPI,Jaipur,Rajasthan
O10796,C3108,2025-11-22,Completed,Credit Card,Lucknow,Uttar Pradesh
O10797,C4344,2025-02-15,Completed,UPI,Kochi,Kerala
O10798,C1452,2025-10-08,Completed,UPI,Indore,Madhya Pradesh
O10799,C4549,2023-02-23,Completed,UPI,Patna,Bihar
O10800,C0940,2023-11-27,Completed,Net Banking,Mumbai,Maharashtra
O10801,C3460,2023-04-07,Returned,Debit Card,Nagpur,Maharashtra
O10802,C1094,2024-05-19,Completed,Credit Card,Bhubaneswar,Odisha
O10803,C3942,2023-05-28,Returned,UPI,Nagpur,Maharashtra
O10804,C2502,2024-05-31,Completed,Credit Card,Jaipur,Rajasthan
O10805,C4363,2023-10-07,Completed,Debit Card,Kochi,Kerala
O10806,C1462,2024-02-20,Completed,COD,Indore,Madhya Pradesh
O10807,C2414,2024-07-09,Returned,Net Banking,Indore,Madhya Pradesh
O10808,C3774,2023-07-25,Cancelled,UPI,Indore,Madhya Pradesh
O10809,C1211,2025-09-28,Completed,UPI,Bhopal,Madhya Pradesh
O10810,C3299,2023-04-28,Completed,Credit Card,Bhopal,Madhya Pradesh
O10811,C0061,2024-04-24,Completed,Net Banking,Hyderabad,Telangana
O10812,C2216,2025-05-02,Completed,Credit Card,Chandigarh,Chandigarh
O10813,C4251,2023-08-16,Completed,Debit Card,Gurugram,Haryana
O10814,C2832,2024-10-15,Completed,UPI,Jaipur,Rajasthan
O10815,C4818,2024-06-24,Completed,COD,Noida,Uttar Pradesh
O10816,C4103,2025-11-14,Completed,Debit Card,Nagpur,Maharashtra
O10817,C4619,2023-03-28,Completed,Credit Card,Kochi,Kerala
O10818,C0251,2024-09-03,Completed,Credit Card,Mumbai,Maharashtra
O10819,C1600,2025-08-10,Completed,Debit Card,Kolkata,West Bengal
O10820,C2168,2025-10-04,Completed,UPI,Noida,Uttar Pradesh
O10821,C3141,2023-06-27,Returned,UPI,Jaipur,Rajasthan
O10822,C1286,2023-05-20,Completed,UPI,Bhubaneswar,Odisha
O10823,C1788,2024-03-07,Completed,Net Banking,Chennai,Tamil Nadu
O10824,C1469,2025-08-03,Completed,UPI,Hyderabad,Telangana
O10825,C4034,2024-06-14,Completed,UPI,Bengaluru,Karnataka
O10826,C1503,2024-01-03,Completed,UPI,Bhopal,Madhya Pradesh
O10827,C1255,2025-02-05,Completed,Credit Card,Ahmedabad,Gujarat
O10828,C4320,2023-02-22,Completed,UPI,Gurugram,Haryana
O10829,C4815,2024-06-30,Completed,COD,Bhopal,Madhya Pradesh
O10830,C2901,2024-10-28,Completed,UPI,Jaipur,Rajasthan
O10831,C3438,2025-01-11,Completed,UPI,Chandigarh,Chandigarh
O10832,C0028,2025-12-10,Returned,Credit Card,Bengaluru,Karnataka
O10833,C0901,2025-07-03,Completed,UPI,Pune,Maharashtra
O10834,C0849,2023-02-12,Completed,UPI,Jaipur,Rajasthan
O10835,C0101,2024-06-10,Completed,Net Banking,Bengaluru,Karnataka
O10836,C2106,2024-10-17,Completed,Credit Card,Hyderabad,Telangana
O10837,C4511,2025-05-16,Completed,COD,Ahmedabad,Gujarat
O10838,C3241,2025-12-28,Completed,UPI,Delhi,Delhi
O10839,C3318,2023-03-26,Completed,Debit Card,Hyderabad,Telangana
O10840,C1489,2025-09-11,Returned,COD,Bhubaneswar,Odisha
O10841,C1454,2023-01-30,Completed,Credit Card,Hyderabad,Telangana
O10842,C1802,2023-03-29,Completed,Debit Card,Hyderabad,Telangana
O10843,C4517,2025-04-07,Completed,COD,Nagpur,Maharashtra
O10844,C4117,2024-08-13,Completed,UPI,Lucknow,Uttar Pradesh
O10845,C4732,2025-11-13,Completed,UPI,Pune,Maharashtra
O10846,C3441,2023-06-26,Completed,COD,Bhopal,Madhya Pradesh
O10847,C4560,2025-02-20,Completed,UPI,Ahmedabad,Gujarat
O10848,C1516,2024-11-18,Completed,Credit Card,Bengaluru,Karnataka
O10849,C3922,2024-08-14,Completed,Credit Card,Pune,Maharashtra
O10850,C3167,2025-01-19,Completed,Debit Card,Mumbai,Maharashtra
O10851,C0024,2025-03-19,Completed,Debit Card,Indore,Madhya Pradesh
O10852,C0396,2025-03-13,Completed,Credit Card,Chennai,Tamil Nadu
O10853,C1428,2024-03-23,Completed,Net Banking,Chandigarh,Chandigarh
O10854,C3205,2023-02-23,Completed,UPI,Patna,Bihar
O10855,C1014,2023-06-14,Completed,COD,Noida,Uttar Pradesh
O10856,C4518,2024-03-11,Completed,Credit Card,Delhi,Delhi
O10857,C4227,2024-04-21,Completed,Debit Card,Patna,Bihar
O10858,C0420,2024-12-24,Returned,UPI,Chennai,Tamil Nadu
O10859,C3350,2025-01-22,Completed,UPI,Surat,Gujarat
O10860,C3966,2023-12-23,Completed,COD,Bhubaneswar,Odisha
O10861,C4871,2024-02-27,Completed,UPI,Mumbai,Maharashtra
O10862,C1427,2023-11-13,Completed,Credit Card,Mumbai,Maharashtra
O10863,C4271,2024-12-03,Completed,UPI,Bhopal,Madhya Pradesh
O10864,C0464,2025-08-23,Completed,Debit Card,Bengaluru,Karnataka
O10865,C0390,2024-06-30,Returned,Debit Card,Bhopal,Madhya Pradesh
O10866,C0136,2025-05-08,Completed,COD,Chandigarh,Chandigarh
O10867,C2457,2023-02-11,Completed,COD,Bhubaneswar,Odisha
O10868,C2272,2023-10-21,Returned,Debit Card,Noida,Uttar Pradesh
O10869,C0601,2025-02-08,Completed,UPI,Lucknow,Uttar Pradesh
O10870,C0619,2023-02-28,Completed,UPI,Kolkata,West Bengal
O10871,C1577,2024-06-02,Completed,Credit Card,Bhopal,Madhya Pradesh
O10872,C3770,2023-07-15,Completed,UPI,Lucknow,Uttar Pradesh
O10873,C2926,2025-05-25,Completed,Net Banking,Bengaluru,Karnataka
O10874,C0009,2024-03-10,Completed,COD,Patna,Bihar
O10875,C1204,2025-05-11,Completed,UPI,Chennai,Tamil Nadu
O10876,C1722,2025-04-27,Completed,Net Banking,Kolkata,West Bengal
O10877,C0594,2024-04-25,Completed,COD,Bengaluru,Karnataka
O10878,C3761,2025-10-04,Completed,COD,Nagpur,Maharashtra
O10879,C0606,2023-10-10,Completed,UPI,Delhi,Delhi
O10880,C1470,2024-08-19,Completed,UPI,Nagpur,Maharashtra
O10881,C1696,2023-08-07,Completed,Credit Card,Bengaluru,Karnataka
O10882,C1307,2025-09-18,Returned,UPI,Chennai,Tamil Nadu
O10883,C1688,2025-06-19,Completed,Credit Card,Delhi,Delhi
O10884,C3984,2025-04-06,Completed,UPI,Indore,Madhya Pradesh
O10885,C3727,2023-10-17,Completed,COD,Chennai,Tamil Nadu
O10886,C1049,2024-07-17,Returned,UPI,Bengaluru,Karnataka
O10887,C1736,2024-05-16,Completed,Credit Card,Delhi,Delhi
O10888,C4329,2024-01-25,Completed,Net Banking,Noida,Uttar Pradesh
O10889,C3360,2024-10-15,Completed,COD,Ahmedabad,Gujarat
O10890,C0685,2025-12-18,Completed,COD,Chennai,Tamil Nadu
O10891,C2339,2025-12-16,Cancelled,Debit Card,Surat,Gujarat
O10892,C0949,2025-11-26,Completed,Credit Card,Lucknow,Uttar Pradesh
O10893,C3431,2024-04-11,Cancelled,Credit Card,Chandigarh,Chandigarh
O10894,C2672,2025-03-10,Completed,UPI,Jaipur,Rajasthan
O10895,C0305,2023-05-06,Completed,UPI,Noida,Uttar Pradesh
O10896,C2398,2025-12-11,Completed,COD,Delhi,Delhi
O10897,C2001,2025-05-02,Cancelled,Credit Card,Bhubaneswar,Odisha
O10898,C2527,2024-09-04,Completed,UPI,Lucknow,Uttar Pradesh
O10899,C4226,2024-02-18,Completed,Debit Card,Gurugram,Haryana
O10900,C0187,2023-11-12,Completed,Debit Card,Bhubaneswar,Odisha
O10901,C1565,2023-05-26,Completed,UPI,Delhi,Delhi
O10902,C1910,2023-07-24,Completed,Credit Card,Jaipur,Rajasthan
O10903,C2283,2024-04-02,Completed,Credit Card,Bengaluru,Karnataka
O10904,C0278,2024-11-17,Completed,Credit Card,Indore,Madhya Pradesh
O10905,C1483,2025-08-03,Completed,Credit Card,Bengaluru,Karnataka
O10906,C4883,2024-05-03,Completed,UPI,Hyderabad,Telangana
O10907,C1878,2024-09-15,Completed,UPI,Kochi,Kerala
O10908,C4461,2023-02-09,Cancelled,UPI,Ahmedabad,Gujarat
O10909,C4564,2024-12-30,Completed,Credit Card,Surat,Gujarat
O10910,C1649,2025-01-17,Completed,UPI,Hyderabad,Telangana
O10911,C1925,2023-10-02,Completed,Net Banking,Noida,Uttar Pradesh
O10912,C2699,2025-01-21,Completed,Debit Card,Kolkata,West Bengal
O10913,C3800,2023-12-22,Completed,Credit Card,Lucknow,Uttar Pradesh
O10914,C1298,2023-06-04,Completed,Credit Card,Delhi,Delhi
O10915,C1352,2024-11-22,Completed,UPI,Mumbai,Maharashtra
O10916,C2909,2025-02-01,Completed,UPI,Surat,Gujarat
O10917,C2232,2023-02-24,Returned,UPI,Gurugram,Haryana
O10918,C2029,2024-12-16,Completed,Debit Card,Noida,Uttar Pradesh
O10919,C1218,2024-11-01,Completed,COD,Kolkata,West Bengal
O10920,C0272,2024-02-05,Completed,COD,Kolkata,West Bengal
O10921,C1324,2023-08-18,Completed,Debit Card,Patna,Bihar
O10922,C2244,2023-03-08,Completed,COD,Nagpur,Maharashtra
O10923,C2953,2023-04-24,Completed,Net Banking,Lucknow,Uttar Pradesh
O10924,C0331,2024-02-20,Completed,Net Banking,Gurugram,Haryana
O10925,C3558,2025-11-02,Cancelled,Credit Card,Jaipur,Rajasthan
O10926,C2668,2025-11-10,Completed,UPI,Ahmedabad,Gujarat
O10927,C2547,2023-08-03,Completed,UPI,Ahmedabad,Gujarat
O10928,C3472,2024-05-04,Completed,Net Banking,Delhi,Delhi
O10929,C1828,2025-06-21,Completed,UPI,Bengaluru,Karnataka
O10930,C1836,2023-12-06,Completed,UPI,Lucknow,Uttar Pradesh
O10931,C2129,2023-04-22,Completed,Credit Card,Bengaluru,Karnataka
O10932,C4957,2025-09-28,Completed,Debit Card,Gurugram,Haryana
O10933,C3937,2024-01-17,Completed,COD,Kochi,Kerala
O10934,C2174,2023-03-27,Completed,Credit Card,Nagpur,Maharashtra
O10935,C3710,2023-12-27,Completed,UPI,Gurugram,Haryana
O10936,C0130,2024-04-28,Completed,COD,Hyderabad,Telangana
O10937,C1559,2024-04-18,Completed,Credit Card,Delhi,Delhi
O10938,C2262,2025-05-30,Completed,UPI,Ahmedabad,Gujarat
O10939,C3201,2025-11-20,Completed,COD,Kochi,Kerala
O10940,C3725,2023-06-17,Completed,Debit Card,Chennai,Tamil Nadu
O10941,C3534,2025-06-23,Cancelled,UPI,Jaipur,Rajasthan
O10942,C1804,2025-08-29,Completed,UPI,Kolkata,West Bengal
O10943,C3129,2024-01-02,Completed,UPI,Indore,Madhya Pradesh
O10944,C4694,2024-07-25,Completed,COD,Indore,Madhya Pradesh
O10945,C0615,2025-04-26,Completed,Credit Card,Jaipur,Rajasthan
O10946,C3411,2025-06-23,Completed,UPI,Jaipur,Rajasthan
O10947,C4519,2025-08-06,Completed,UPI,Ahmedabad,Gujarat
O10948,C2382,2025-06-06,Completed,Credit Card,Mumbai,Maharashtra
O10949,C1865,2023-12-30,Completed,UPI,Indore,Madhya Pradesh
O10950,C1953,2025-12-14,Completed,Debit Card,Bengaluru,Karnataka
O10951,C0688,2023-06-02,Completed,Credit Card,Mumbai,Maharashtra
O10952,C3928,2023-06-18,Completed,COD,Bengaluru,Karnataka
O10953,C4243,2025-07-13,Completed,Debit Card,Noida,Uttar Pradesh
O10954,C3508,2025-06-14,Completed,UPI,Bengaluru,Karnataka
O10955,C2060,2023-02-05,Completed,UPI,Bhopal,Madhya Pradesh
O10956,C2909,2024-12-24,Completed,Credit Card,Surat,Gujarat
O10957,C3305,2023-02-28,Completed,Debit Card,Bengaluru,Karnataka
O10958,C2210,2025-03-20,Completed,Debit Card,Gurugram,Haryana
O10959,C1618,2023-11-25,Completed,COD,Bhopal,Madhya Pradesh
O10960,C4043,2024-07-11,Completed,UPI,Bhopal,Madhya Pradesh
O10961,C1900,2025-09-13,Completed,UPI,Hyderabad,Telangana
O10962,C2035,2023-12-10,Returned,Debit Card,Kolkata,West Bengal
O10963,C3572,2024-09-26,Cancelled,Debit Card,Ahmedabad,Gujarat
O10964,C3974,2023-06-13,Completed,COD,Kolkata,West Bengal
O10965,C2953,2023-10-09,Completed,UPI,Lucknow,Uttar Pradesh
O10966,C4648,2025-12-09,Cancelled,Net Banking,Delhi,Delhi
O10967,C0726,2023-05-10,Completed,UPI,Nagpur,Maharashtra
O10968,C3504,2025-05-25,Completed,UPI,Bengaluru,Karnataka
O10969,C3528,2023-09-20,Completed,UPI,Jaipur,Rajasthan
O10970,C1178,2023-02-15,Completed,UPI,Nagpur,Maharashtra
O10971,C4086,2025-01-02,Completed,COD,Patna,Bihar
O10972,C3410,2023-01-02,Completed,UPI,Bhubaneswar,Odisha
O10973,C2341,2024-12-18,Completed,Credit Card,Jaipur,Rajasthan
O10974,C2484,2025-01-11,Completed,UPI,Noida,Uttar Pradesh
O10975,C4262,2025-05-17,Completed,UPI,Kochi,Kerala
O10976,C3042,2023-09-10,Completed,Net Banking,Nagpur,Maharashtra
O10977,C3524,2025-04-07,Cancelled,COD,Bhubaneswar,Odisha
O10978,C4880,2023-03-30,Completed,Credit Card,Patna,Bihar
O10979,C1560,2025-11-04,Completed,Credit Card,Mumbai,Maharashtra
O10980,C0401,2024-11-22,Completed,COD,Bhubaneswar,Odisha
O10981,C4211,2025-08-29,Completed,COD,Patna,Bihar
O10982,C4447,2024-09-09,Completed,Debit Card,Bhubaneswar,Odisha
O10983,C3332,2025-09-11,Completed,Credit Card,Bhubaneswar,Odisha
O10984,C2866,2024-04-13,Completed,Debit Card,Chandigarh,Chandigarh
O10985,C4972,2024-10-02,Completed,Credit Card,Pune,Maharashtra
O10986,C1250,2024-03-12,Completed,Credit Card,Chandigarh,Chandigarh
O10987,C0614,2023-07-24,Cancelled,Credit Card,Mumbai,Maharashtra
O10988,C4227,2025-11-19,Completed,COD,Patna,Bihar
O10989,C1955,2025-08-13,Completed,UPI,Pune,Maharashtra
O10990,C4277,2024-06-05,Completed,UPI,Chandigarh,Chandigarh
O10991,C0349,2023-10-12,Returned,UPI,Hyderabad,Telangana
O10992,C2519,2025-04-16,Completed,Credit Card,Kolkata,West Bengal
O10993,C0161,2024-03-12,Returned,Debit Card,Nagpur,Maharashtra
O10994,C0114,2024-10-27,Completed,UPI,Pune,Maharashtra
O10995,C1486,2024-10-20,Completed,Debit Card,Indore,Madhya Pradesh
O10996,C1629,2025-07-03,Returned,Debit Card,Indore,Madhya Pradesh
O10997,C4239,2025-02-15,Completed,UPI,Kolkata,West Bengal
O10998,C3684,2024-10-08,Completed,UPI,Gurugram,Haryana
O10999,C2499,2024-06-13,Completed,COD,Gurugram,Haryana
O11000,C1996,2023-05-17,Completed,Credit Card,Mumbai,Maharashtra
O11001,C2110,2024-01-25,Completed,Debit Card,Kochi,Kerala
O11002,C0596,2023-07-17,Completed,Net Banking,Noida,Uttar Pradesh
O11003,C0940,2024-07-10,Cancelled,UPI,Mumbai,Maharashtra
O11004,C1300,2024-02-10,Completed,UPI,Indore,Madhya Pradesh
O11005,C3751,2024-04-01,Completed,Credit Card,Nagpur,Maharashtra
O11006,C1153,2023-08-12,Cancelled,UPI,Mumbai,Maharashtra
O11007,C4460,2023-05-24,Completed,COD,Kochi,Kerala
O11008,C2095,2023-05-10,Completed,UPI,Bhubaneswar,Odisha
O11009,C3017,2025-11-30,Completed,UPI,Nagpur,Maharashtra
O11010,C1398,2025-11-03,Completed,UPI,Chandigarh,Chandigarh
O11011,C2870,2025-08-31,Completed,Net Banking,Bhubaneswar,Odisha
O11012,C4756,2025-09-16,Returned,Debit Card,Patna,Bihar
O11013,C1161,2024-06-22,Completed,Debit Card,Patna,Bihar
O11014,C0796,2024-02-27,Completed,UPI,Ahmedabad,Gujarat
O11015,C4131,2025-07-20,Cancelled,UPI,Patna,Bihar
O11016,C2918,2025-06-18,Completed,COD,Chandigarh,Chandigarh
O11017,C2540,2023-03-26,Completed,Credit Card,Nagpur,Maharashtra
O11018,C4354,2025-05-18,Completed,UPI,Noida,Uttar Pradesh
O11019,C2435,2023-01-02,Completed,Credit Card,Bengaluru,Karnataka
O11020,C4366,2023-07-26,Returned,Credit Card,Surat,Gujarat
O11021,C2001,2024-02-16,Completed,UPI,Bhubaneswar,Odisha
O11022,C3119,2024-08-23,Cancelled,Credit Card,Ahmedabad,Gujarat
O11023,C2742,2023-05-01,Returned,UPI,Hyderabad,Telangana
O11024,C0954,2023-01-09,Completed,COD,Indore,Madhya Pradesh
O11025,C1726,2023-11-08,Completed,Debit Card,Kochi,Kerala
O11026,C1511,2025-04-03,Completed,COD,Noida,Uttar Pradesh
O11027,C1587,2025-04-08,Returned,Credit Card,Jaipur,Rajasthan
O11028,C1742,2024-05-14,Completed,Credit Card,Bhubaneswar,Odisha
O11029,C2459,2025-06-27,Completed,COD,Bhopal,Madhya Pradesh
O11030,C2893,2024-10-11,Completed,Credit Card,Mumbai,Maharashtra
O11031,C1975,2023-05-25,Completed,Credit Card,Ahmedabad,Gujarat
O11032,C1393,2024-02-05,Completed,Credit Card,Surat,Gujarat
O11033,C3338,2025-07-15,Completed,Credit Card,Lucknow,Uttar Pradesh
O11034,C2833,2024-11-16,Completed,COD,Jaipur,Rajasthan
O11035,C0790,2025-01-24,Completed,Credit Card,Surat,Gujarat
O11036,C0300,2024-04-27,Completed,COD,Noida,Uttar Pradesh
O11037,C3851,2023-04-10,Completed,COD,Kochi,Kerala
O11038,C1322,2024-08-27,Completed,Debit Card,Kochi,Kerala
O11039,C4470,2025-01-18,Completed,COD,Noida,Uttar Pradesh
O11040,C2110,2025-02-24,Completed,Credit Card,Kochi,Kerala
O11041,C2386,2023-09-24,Completed,COD,Nagpur,Maharashtra
O11042,C3447,2024-05-20,Completed,UPI,Surat,Gujarat
O11043,C4570,2023-09-07,Completed,UPI,Noida,Uttar Pradesh
O11044,C4208,2024-03-14,Cancelled,Debit Card,Nagpur,Maharashtra
O11045,C0619,2024-01-22,Completed,UPI,Kolkata,West Bengal
O11046,C4891,2024-05-10,Returned,Debit Card,Surat,Gujarat
O11047,C0883,2024-09-07,Completed,UPI,Ahmedabad,Gujarat
O11048,C1704,2025-09-11,Completed,Net Banking,Chennai,Tamil Nadu
O11049,C2796,2024-10-17,Returned,Credit Card,Jaipur,Rajasthan
O11050,C2420,2023-05-17,Completed,UPI,Chennai,Tamil Nadu
O11051,C4692,2024-08-02,Completed,Credit Card,Indore,Madhya Pradesh
O11052,C3829,2023-06-22,Cancelled,COD,Noida,Uttar Pradesh
O11053,C0508,2023-01-02,Completed,COD,Pune,Maharashtra
O11054,C2036,2025-05-06,Completed,Credit Card,Bhubaneswar,Odisha
O11055,C1418,2024-05-12,Completed,UPI,Bhopal,Madhya Pradesh
O11056,C2861,2025-02-28,Completed,COD,Chandigarh,Chandigarh
O11057,C3580,2025-08-22,Completed,Net Banking,Bhubaneswar,Odisha
O11058,C2386,2023-05-29,Completed,UPI,Nagpur,Maharashtra
O11059,C1287,2025-04-21,Cancelled,UPI,Chennai,Tamil Nadu
O11060,C0926,2025-05-04,Completed,Credit Card,Delhi,Delhi
O11061,C0229,2023-08-07,Completed,Credit Card,Jaipur,Rajasthan
O11062,C1769,2023-07-02,Completed,Credit Card,Patna,Bihar
O11063,C2422,2024-05-30,Completed,UPI,Lucknow,Uttar Pradesh
O11064,C4913,2024-07-23,Completed,UPI,Surat,Gujarat
O11065,C3257,2023-07-17,Completed,Credit Card,Bhopal,Madhya Pradesh
O11066,C4965,2025-11-15,Cancelled,UPI,Surat,Gujarat
